姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
张洋,511703XXXXXXXX2261,2023218012,自动化23-2班,47,94,52,56,A+
吕玉华,542200XXXXXXXX0268,2023218013,法学23-1班,84,38,28,61,D+
陈玉华,441324XXXXXXXX2420,2023218014,新能源23-1班,78,64,26,60,E
金红霞,410305XXXXXXXX5814,2023218015,法学23-2班,79,30,41,61,C
李瑜,542431XXXXXXXX4972,2023218016,法学23-2班,89,67,82,75,A
袁荣,411721XXXXXXXX0211,2023218017,计算机23-2班,94,79,32,61,C
田淑英,321202XXXXXXXX227X,2023218018,广告23-1班,58,43,77,88,A-
逯欣,230203XXXXXXXX2664,2023218019,法学23-2班,82,82,64,92,D
杨秀兰,410322XXXXXXXX6196,2023218020,城市地下空间23-1班,59,36,62,55,A-
杨婷婷,430802XXXXXXXX1588,2023218021,食品23-2班,86,84,57,50,B-
杨龙,654226XXXXXXXX1476,2023218022,物流管理23-2班,75,53,35,57,C
李燕,130102XXXXXXXX3428,2023218023,英语23-2班,51,47,61,46,B-
阮凯,530302XXXXXXXX7706,2023218024,计算机23-1班,65,59,39,60,A+
孙柳,370831XXXXXXXX9205,2023218025,物流管理23-3班,94,28,67,70,C-
杨颖,440703XXXXXXXX7189,2023218026,机械工程23-1班,86,90,53,80,B
汪彬,331100XXXXXXXX5024,2023218027,自动化23-1班,98,81,77,69,A-
蒙娜,411724XXXXXXXX1962,2023218028,机械工程23-2班,63,86,95,93,B+
王雪梅,510401XXXXXXXX296X,2023218029,法学23-3班,51,91,99,90,D+
袁辉,610830XXXXXXXX415X,2023218030,自动化23-1班,71,44,54,84,B
田桂香,610200XXXXXXXX7046,2023218031,城市地下空间23-1班,51,54,20,93,B+
覃平,451223XXXXXXXX5351,2023218032,土木工程23-1班,88,90,38,100,B-
阎帆,130624XXXXXXXX8592,2023218033,环境23-3班,72,26,56,73,B
王晶,110107XXXXXXXX9309,2023218034,自动化23-2班,84,81,63,99,B
奉涛,231283XXXXXXXX9437,2023218035,新能源23-3班,92,98,64,63,B-
刘峰,440802XXXXXXXX5003,2023218036,新媒体23-1班,45,67,58,67,B+
周琳,532624XXXXXXXX084X,2023218037,土木工程23-2班,92,83,21,51,D
萧凤英,450901XXXXXXXX0840,2023218038,物流管理23-3班,45,53,38,86,D
余志强,210522XXXXXXXX2171,2023218039,经济23-1班,46,78,80,62,C
何桂兰,451422XXXXXXXX7344,2023218040,物流管理23-3班,66,52,40,58,A
刘文,441481XXXXXXXX0979,2023218041,英语23-1班,72,68,22,85,B-
刘飞,130323XXXXXXXX4273,2023218042,英语23-2班,81,77,37,61,B-
纪楠,210803XXXXXXXX0175,2023218043,食品23-2班,64,80,66,52,C
朱桂香,140227XXXXXXXX3151,2023218044,物流管理23-2班,96,53,32,71,B+
顾洁,350128XXXXXXXX0389,2023218045,新媒体23-2班,66,51,64,39,A-
徐文,511824XXXXXXXX5255,2023218046,新媒体23-2班,69,51,93,70,B-
郑梅,330328XXXXXXXX0671,2023218047,新能源23-2班,99,89,89,92,B
詹旭,150627XXXXXXXX5941,2023218048,土木工程23-1班,53,42,72,65,D
李林,150222XXXXXXXX2290,2023218049,城市地下空间23-1班,72,75,90,96,B-
单柳,530923XXXXXXXX5298,2023218050,电信科23-1班,55,62,28,37,C
丁梅,130521XXXXXXXX3677,2023218051,广告23-1班,53,57,18,86,A+
林秀芳,445300XXXXXXXX513X,2023218052,物流管理23-1班,47,97,50,72,B+
原博,210124XXXXXXXX3235,2023218053,自动化23-1班,84,54,45,55,A-
马涛,231226XXXXXXXX075X,2023218054,食品23-3班,47,94,31,77,C+
梅小红,360721XXXXXXXX0382,2023218055,新媒体23-1班,81,33,99,100,D-
苏莉,640100XXXXXXXX8704,2023218056,英语23-2班,47,97,86,35,B
周磊,430400XXXXXXXX9947,2023218057,食品23-1班,91,70,88,57,D-
李涛,510101XXXXXXXX0594,2023218058,食品23-3班,71,63,83,41,C-
孟雪,620921XXXXXXXX2365,2023218059,环境23-1班,87,36,71,60,E
厉红梅,610925XXXXXXXX3224,2023218060,城市地下空间23-1班,53,68,60,46,D+
胡伟,230182XXXXXXXX0743,2023218061,机械工程23-3班,91,61,38,37,D
王桂珍,520423XXXXXXXX0362,2023218062,化工23-1班,62,34,76,69,C-
齐杨,610122XXXXXXXX5553,2023218063,化工23-1班,51,72,46,43,A
夏晨,410108XXXXXXXX739X,2023218064,物流管理23-2班,99,53,83,53,C-
韩军,371102XXXXXXXX3384,2023218065,环境23-3班,60,55,21,41,C+
王桂荣,710000XXXXXXXX1431,2023218066,食品23-3班,99,81,37,42,C
武畅,410481XXXXXXXX0422,2023218067,环境23-3班,88,58,17,100,B+
王兵,410811XXXXXXXX2949,2023218068,化工23-2班,76,66,21,63,A+
张强,370322XXXXXXXX711X,2023218069,电信科23-2班,55,28,20,93,E
杨海燕,620400XXXXXXXX3316,2023218070,英语23-1班,68,64,45,64,D+
刘秀荣,430300XXXXXXXX207X,2023218071,物流管理23-1班,92,69,37,64,D-
王玉英,431382XXXXXXXX0658,2023218072,法学23-2班,84,36,72,43,A+
刘建国,130401XXXXXXXX7241,2023218073,土木工程23-2班,85,95,46,94,E
程宁,513222XXXXXXXX0000,2023218074,广告23-2班,91,84,36,64,D+
张英,620401XXXXXXXX7321,2023218075,化工23-1班,61,94,97,47,B+
杨楠,610331XXXXXXXX8760,2023218076,广告23-1班,46,72,38,100,D+
蒋秀荣,130428XXXXXXXX2917,2023218077,自动化23-3班,97,43,74,53,B+
王林,230203XXXXXXXX9370,2023218078,新媒体23-3班,100,67,53,83,C-
吴玉英,321301XXXXXXXX3589,2023218079,广告23-1班,80,79,81,96,C-
王萍,431025XXXXXXXX8524,2023218080,广告23-1班,46,34,79,98,A+
翁桂珍,321322XXXXXXXX9124,2023218081,物流管理23-2班,70,44,50,87,A+
张建,652702XXXXXXXX0663,2023218082,计算机23-2班,50,63,88,76,B
毕成,530322XXXXXXXX3006,2023218083,食品23-3班,49,46,50,35,C+
刘娟,530724XXXXXXXX1268,2023218084,英语23-2班,80,34,23,86,A-
盛静,150627XXXXXXXX4651,2023218085,英语23-2班,82,79,49,70,A
张彬,130634XXXXXXXX8878,2023218086,自动化23-1班,52,85,97,72,C-
庞婷婷,511132XXXXXXXX6979,2023218087,新媒体23-2班,93,83,20,47,B-
刘瑞,410811XXXXXXXX679X,2023218088,英语23-2班,52,42,27,75,D-
姜雷,330800XXXXXXXX9519,2023218089,新媒体23-1班,51,37,26,60,E
程春梅,152501XXXXXXXX4084,2023218090,计算机23-3班,82,33,25,61,A-
曹艳,610921XXXXXXXX2136,2023218091,化工23-1班,66,97,89,50,D-
原琴,210681XXXXXXXX2667,2023218092,广告23-1班,91,86,55,56,B
蒙杰,152501XXXXXXXX2317,2023218093,广告23-2班,46,49,70,77,C-
冯娟,341881XXXXXXXX7136,2023218094,法学23-2班,55,68,30,95,C+
潘英,130922XXXXXXXX1857,2023218095,英语23-3班,77,64,49,59,A
王想,422802XXXXXXXX3021,2023218096,新媒体23-3班,88,56,69,65,C+
尤阳,511823XXXXXXXX5961,2023218097,化工23-1班,91,73,16,75,B-
杨波,211002XXXXXXXX7195,2023218098,法学23-2班,84,44,93,91,A+
梁鹏,610329XXXXXXXX0274,2023218099,环境23-3班,59,47,36,96,C
